	HGNC_ID	Gene_symbol	Gene synonym	Ensembl	Protein class	Disease involvement	Source	Source_Date	Download_Date
217		AC023509.3		ENSG00000267281	Predicted intracellular proteins		HPA	20210914	20210914
218		AC024592.3		ENSG00000267740	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
219		AC025165.3		ENSG00000257921	Predicted intracellular proteins		HPA	20210914	20210914
220		AC025283.2		ENSG00000262621	Predicted intracellular proteins		HPA	20210914	20210914
221		AC025287.4		ENSG00000284484	Predicted intracellular proteins		HPA	20210914	20210914
222		AC025594.2		ENSG00000272899	Predicted intracellular proteins		HPA	20210914	20210914
223		AC026316.5		ENSG00000285218	Predicted membrane proteins		HPA	20210914	20210914
224		AC026461.4		ENSG00000275691	Predicted intracellular proteins		HPA	20210914	20210914
225		AC026464.3		ENSG00000260371	Predicted intracellular proteins		HPA	20210914	20210914
226		AC026464.4		ENSG00000260914	Predicted intracellular proteins		HPA	20210914	20210914
227		AC026786.1		ENSG00000256825	Predicted intracellular proteins		HPA	20210914	20210914
228		AC034102.2		ENSG00000257411	Predicted intracellular proteins		HPA	20210914	20210914
229		AC037459.1		ENSG00000248235	Predicted intracellular proteins		HPA	20210914	20210914
230		AC051649.2		ENSG00000283787	Predicted intracellular proteins		HPA	20210914	20210914
231		AC058822.1		ENSG00000282278	Predicted intracellular proteins		HPA	20210914	20210914
232		AC064853.2		ENSG00000284622	Predicted intracellular proteins		HPA	20210914	20210914
233		AC064853.3		ENSG00000284631	Predicted intracellular proteins		HPA	20210914	20210914
234		AC064853.4		ENSG00000284643	Predicted intracellular proteins		HPA	20210914	20210914
235		AC064853.5		ENSG00000284667	Predicted intracellular proteins		HPA	20210914	20210914
236		AC064853.6		ENSG00000284704	Predicted intracellular proteins		HPA	20210914	20210914
237		AC068533.4		ENSG00000249319	Predicted intracellular proteins		HPA	20210914	20210914
238		AC068580.4		ENSG00000250644	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
239		AC068631.2		ENSG00000283149	Predicted intracellular proteins		HPA	20210914	20210914
240		AC068775.1		ENSG00000255641	Predicted membrane proteins		HPA	20210914	20210914
241		AC068790.8		ENSG00000274874	Predicted intracellular proteins		HPA	20210914	20210914
242		AC068987.5		ENSG00000284730	Predicted membrane proteins		HPA	20210914	20210914
243		AC069368.1		ENSG00000249240	Predicted intracellular proteins		HPA	20210914	20210914
244		AC073111.3		ENSG00000284041	Predicted intracellular proteins		HPA	20210914	20210914
245		AC073111.5		ENSG00000284691	Predicted intracellular proteins		HPA	20210914	20210914
246		AC073610.2		ENSG00000255863	Predicted intracellular proteins		HPA	20210914	20210914
247		AC073610.3		ENSG00000272822	Predicted intracellular proteins		HPA	20210914	20210914
248		AC073896.1		ENSG00000144785	Predicted intracellular proteins		HPA	20210914	20210914
249		AC078864.2		ENSG00000284791	Predicted membrane proteins		HPA	20210914	20210914
250		AC079341.3		ENSG00000284849	Predicted intracellular proteins		HPA	20210914	20210914
251		AC083800.1		ENSG00000251012	Predicted intracellular proteins		HPA	20210914	20210914
252		AC083902.2		ENSG00000248713	Disease related genes, Predicted intracellular proteins		HPA	20210914	20210914
253		AC087498.1		ENSG00000180042	Predicted membrane proteins		HPA	20210914	20210914
254		AC090517.4		ENSG00000285253	Predicted intracellular proteins		HPA	20210914	20210914
255		AC090527.2		ENSG00000260170	Predicted intracellular proteins		HPA	20210914	20210914
256		AC091057.5		ENSG00000284906	Predicted intracellular proteins		HPA	20210914	20210914
257		AC091167.6		ENSG00000275674	Predicted intracellular proteins		HPA	20210914	20210914
258		AC091959.3		ENSG00000275740	Predicted intracellular proteins		HPA	20210914	20210914
259		AC091980.2		ENSG00000275038	Predicted intracellular proteins		HPA	20210914	20210914
260		AC092017.3		ENSG00000283952	Predicted intracellular proteins		HPA	20210914	20210914
261		AC092042.3		ENSG00000273291	Predicted intracellular proteins		HPA	20210914	20210914
262		AC092073.1		ENSG00000266953	Predicted intracellular proteins		HPA	20210914	20210914
263		AC092143.1		ENSG00000198211	Predicted membrane proteins		HPA	20210914	20210914
264		AC092329.3		ENSG00000283201	Predicted intracellular proteins		HPA	20210914	20210914
265		AC092442.1		ENSG00000284684	Predicted intracellular proteins		HPA	20210914	20210914
266		AC092587.1		ENSG00000273155	Predicted intracellular proteins		HPA	20210914	20210914
267		AC092647.5		ENSG00000249773	Predicted intracellular proteins		HPA	20210914	20210914
268		AC092718.3		ENSG00000260643	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
269		AC092718.8		ENSG00000284512	Predicted intracellular proteins		HPA	20210914	20210914
270		AC092835.1		ENSG00000233757	Predicted intracellular proteins		HPA	20210914	20210914
271		AC093155.3		ENSG00000267561	Predicted intracellular proteins		HPA	20210914	20210914
272		AC093323.1		ENSG00000170846	Predicted intracellular proteins		HPA	20210914	20210914
273		AC093525.1		ENSG00000259784	Predicted intracellular proteins		HPA	20210914	20210914
274		AC093525.2		ENSG00000260272	Predicted membrane proteins		HPA	20210914	20210914
275		AC093668.1		ENSG00000270249	Predicted intracellular proteins		HPA	20210914	20210914
276		AC093762.1		ENSG00000284635	Predicted intracellular proteins		HPA	20210914	20210914
277		AC093762.2		ENSG00000284718	Predicted intracellular proteins		HPA	20210914	20210914
278		AC093762.3		ENSG00000284725	Predicted intracellular proteins		HPA	20210914	20210914
279		AC093827.5		ENSG00000285458	Predicted intracellular proteins		HPA	20210914	20210914
280		AC093899.2		ENSG00000251569	Predicted intracellular proteins		HPA	20210914	20210914
281		AC096582.3		ENSG00000283247	Predicted intracellular proteins		HPA	20210914	20210914
282		AC097637.1		ENSG00000173366	Predicted membrane proteins		HPA	20210914	20210914
283		AC097662.2		ENSG00000284629	Predicted intracellular proteins		HPA	20210914	20210914
284		AC098582.1		ENSG00000285385	Predicted intracellular proteins		HPA	20210914	20210914
285		AC099489.1		ENSG00000188897	Predicted intracellular proteins		HPA	20210914	20210914
286		AC099811.2		ENSG00000267261	Predicted intracellular proteins		HPA	20210914	20210914
287		AC099850.2		ENSG00000265303	Predicted intracellular proteins		HPA	20210914	20210914
288		AC100868.1		ENSG00000258417	Predicted membrane proteins		HPA	20210914	20210914
289		AC104109.3		ENSG00000272772	Predicted intracellular proteins		HPA	20210914	20210914
290		AC104389.5		ENSG00000284931	Predicted intracellular proteins		HPA	20210914	20210914
291		AC104452.1		ENSG00000283189	Predicted intracellular proteins		HPA	20210914	20210914
292		AC104662.2		ENSG00000281028	Predicted intracellular proteins		HPA	20210914	20210914
293		AC105001.2		ENSG00000258724	Predicted intracellular proteins		HPA	20210914	20210914
294		AC106774.10		ENSG00000284552	Predicted intracellular proteins		HPA	20210914	20210914
295		AC106774.5		ENSG00000284042	Predicted intracellular proteins		HPA	20210914	20210914
296		AC106774.6		ENSG00000284234	Predicted intracellular proteins		HPA	20210914	20210914
297		AC106774.7		ENSG00000284283	Predicted intracellular proteins		HPA	20210914	20210914
298		AC106774.8		ENSG00000284373	Predicted intracellular proteins		HPA	20210914	20210914
299		AC106774.9		ENSG00000284439	Predicted intracellular proteins		HPA	20210914	20210914
300		AC106782.1		ENSG00000258130	Predicted intracellular proteins		HPA	20210914	20210914
301		AC107871.1		ENSG00000260007	Predicted intracellular proteins		HPA	20210914	20210914
302		AC107959.5		ENSG00000284956	Predicted intracellular proteins		HPA	20210914	20210914
303		AC108488.2		ENSG00000255767	Predicted intracellular proteins		HPA	20210914	20210914
304		AC114490.3		ENSG00000284773	Predicted intracellular proteins		HPA	20210914	20210914
305		AC115220.1		ENSG00000241149	Predicted intracellular proteins		HPA	20210914	20210914
306		AC116366.3		ENSG00000283782	Predicted intracellular proteins		HPA	20210914	20210914
307		AC116565.1		ENSG00000273238	Predicted membrane proteins		HPA	20210914	20210914
308		AC117457.1		ENSG00000275163	Predicted membrane proteins		HPA	20210914	20210914
309		AC118470.1		ENSG00000239395	Predicted intracellular proteins		HPA	20210914	20210914
310		AC118549.1		ENSG00000036549	Predicted intracellular proteins		HPA	20210914	20210914
311		AC118553.2		ENSG00000283761	Predicted membrane proteins		HPA	20210914	20210914
312		AC119396.1		ENSG00000263264	Predicted membrane proteins		HPA	20210914	20210914
313		AC119676.1		ENSG00000284895	Predicted intracellular proteins		HPA	20210914	20210914
314		AC126283.2		ENSG00000285330	Predicted intracellular proteins		HPA	20210914	20210914
315		AC126755.2		ENSG00000233024	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
316		AC129492.3		ENSG00000263620	Predicted membrane proteins		HPA	20210914	20210914
317		AC131097.2		ENSG00000216921	Predicted intracellular proteins		HPA	20210914	20210914
318		AC131160.1		ENSG00000283765	Predicted membrane proteins		HPA	20210914	20210914
319		AC133551.1		ENSG00000274175	Predicted intracellular proteins		HPA	20210914	20210914
320		AC133555.3		ENSG00000258150	Predicted intracellular proteins		HPA	20210914	20210914
321		AC134669.1		ENSG00000265118	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
322		AC134980.5		ENSG00000285472	Predicted membrane proteins		HPA	20210914	20210914
323		AC135050.2		ENSG00000255439	Predicted intracellular proteins		HPA	20210914	20210914
324		AC135068.1		ENSG00000182974	Predicted membrane proteins		HPA	20210914	20210914
325		AC135068.3		ENSG00000279408	Predicted membrane proteins		HPA	20210914	20210914
326		AC135586.2		ENSG00000256632	Predicted intracellular proteins		HPA	20210914	20210914
327		AC136352.2		ENSG00000276760	Predicted intracellular proteins		HPA	20210914	20210914
328		AC136352.3		ENSG00000277666	Predicted intracellular proteins		HPA	20210914	20210914
329		AC136428.1		ENSG00000259680	Predicted intracellular proteins		HPA	20210914	20210914
330		AC136612.1		ENSG00000275869	Predicted intracellular proteins		HPA	20210914	20210914
331		AC136616.1		ENSG00000273554	Predicted membrane proteins		HPA	20210914	20210914
332		AC136616.2		ENSG00000277761	Predicted intracellular proteins		HPA	20210914	20210914
333		AC136616.3		ENSG00000278782	Predicted intracellular proteins		HPA	20210914	20210914
334		AC138647.1		ENSG00000226490	Predicted intracellular proteins		HPA	20210914	20210914
335		AC138696.1		ENSG00000264668	Predicted intracellular proteins		HPA	20210914	20210914
336		AC138811.2		ENSG00000260342	Predicted membrane proteins		HPA	20210914	20210914
337		AC138894.1		ENSG00000261832	Predicted membrane proteins		HPA	20210914	20210914
338		AC138969.1		ENSG00000183889	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
339		AC139530.2		ENSG00000262660	Predicted intracellular proteins		HPA	20210914	20210914
340		AC140504.1		ENSG00000261130	Predicted intracellular proteins		HPA	20210914	20210914
341		AC141272.1		ENSG00000277836	Predicted intracellular proteins		HPA	20210914	20210914
342		AC145212.1		ENSG00000277400	Predicted intracellular proteins		HPA	20210914	20210914
343		AC171558.1		ENSG00000274792	Predicted membrane proteins		HPA	20210914	20210914
344		AC171558.3		ENSG00000275249	Predicted membrane proteins		HPA	20210914	20210914
345		AC187653.1		ENSG00000248767	Predicted intracellular proteins		HPA	20210914	20210914
346		AC213203.1		ENSG00000277475	Predicted membrane proteins		HPA	20210914	20210914
347		AC233723.1		ENSG00000262165	Predicted intracellular proteins		HPA	20210914	20210914
348		AC233724.12		ENSG00000250782	Predicted intracellular proteins		HPA	20210914	20210914
349		AC233724.15		ENSG00000283740	Predicted intracellular proteins		HPA	20210914	20210914
350		AC233724.16		ENSG00000283776	Predicted intracellular proteins		HPA	20210914	20210914
351		AC233724.17		ENSG00000283967	Predicted intracellular proteins		HPA	20210914	20210914
352		AC233724.18		ENSG00000283988	Predicted intracellular proteins		HPA	20210914	20210914
353		AC233724.19		ENSG00000284356	Predicted intracellular proteins		HPA	20210914	20210914
354		AC233724.20		ENSG00000284465	Predicted intracellular proteins		HPA	20210914	20210914
355		AC233724.6		ENSG00000249156	Predicted intracellular proteins		HPA	20210914	20210914
356		AC233755.1		ENSG00000275063	Predicted secreted proteins		HPA	20210914	20210914
357		AC233755.2		ENSG00000277856	Predicted intracellular proteins		HPA	20210914	20210914
358		AC240274.1		ENSG00000271254	Predicted intracellular proteins		HPA	20210914	20210914
359		AC243547.3		ENSG00000280778	Predicted intracellular proteins		HPA	20210914	20210914
360		AC243756.1		ENSG00000270339	Predicted intracellular proteins		HPA	20210914	20210914
361		AC243967.1		ENSG00000267881	Predicted intracellular proteins		HPA	20210914	20210914
362		AC244197.3		ENSG00000241489	Predicted intracellular proteins		HPA	20210914	20210914
363		AC244517.10		ENSG00000279983	Predicted intracellular proteins		HPA	20210914	20210914
364		AC244517.6		ENSG00000279068	Predicted intracellular proteins		HPA	20210914	20210914
365		AC245033.1		ENSG00000260836	Predicted intracellular proteins		HPA	20210914	20210914
366		AC245748.1		ENSG00000267173	Predicted intracellular proteins		HPA	20210914	20210914
367	HGNC:82	ACAA1		ENSG00000060971	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	FDA approved drug targets	HPA	20210914	20210914
368	HGNC:83	ACAA2	DSAEC	ENSG00000167315	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
369	HGNC:84	ACACA	ACAC, ACC, ACC1	ENSG00000278540	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins		HPA	20210914	20210914
370	HGNC:85	ACACB	ACC2, ACCB, HACC275	ENSG00000076555	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
371	HGNC:21597	ACAD10	MGC5601	ENSG00000111271	Predicted intracellular proteins		HPA	20210914	20210914
372	HGNC:30211	ACAD11	FLJ12592	ENSG00000240303	Predicted intracellular proteins		HPA	20210914	20210914
373	HGNC:87	ACAD8		ENSG00000151498	Disease related genes, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
374	HGNC:21497	ACAD9	MGC14452, NPD002	ENSG00000177646	Disease related genes, Predicted intracellular proteins	Disease mutation, Primary mitochondrial disease	HPA	20210914	20210914
375	HGNC:88	ACADL	ACAD4, LCAD	ENSG00000115361	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
376	HGNC:89	ACADM	ACAD1, MCAD, MCADH	ENSG00000117054	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
377	HGNC:90	ACADS	ACAD3, SCAD	ENSG00000122971	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
378	HGNC:91	ACADSB	ACAD7, SBCAD	ENSG00000196177	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
379	HGNC:92	ACADVL	ACAD6, LCACD, VLCAD	ENSG00000072778	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Cardiomyopathy, Disease mutation	HPA	20210914	20210914
380	HGNC:319	ACAN	AGC1, CSPG1, CSPGCP, MSK16	ENSG00000157766	Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
381	HGNC:16467	ACAP1	CENTB1, KIAA0050	ENSG00000072818	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
382	HGNC:16469	ACAP2	CENTB2, CNT-B2, KIAA0041	ENSG00000114331	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
383	HGNC:16754	ACAP3	CENTB5, KIAA1716	ENSG00000131584	Predicted intracellular proteins		HPA	20210914	20210914
384	HGNC:93	ACAT1	ACAT, THIL	ENSG00000075239	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
385	HGNC:94	ACAT2		ENSG00000120437	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
386	HGNC:15453	ACBD3	GCP60, GOCAP1, GOLPH1, PAP7	ENSG00000182827	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
387	HGNC:23337	ACBD4	FLJ13322	ENSG00000181513	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
388	HGNC:23338	ACBD5	DKFZp434A2417, KIAA1996	ENSG00000107897	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
389	HGNC:23339	ACBD6	MGC2404	ENSG00000230124	Predicted intracellular proteins		HPA	20210914	20210914
390	HGNC:17715	ACBD7	bA455B2.2, FLJ38219	ENSG00000176244	Predicted intracellular proteins		HPA	20210914	20210914
391	HGNC:23989	ACCS	ACS, PHACS	ENSG00000110455	Predicted intracellular proteins		HPA	20210914	20210914
392	HGNC:34391	ACCSL		ENSG00000205126	Predicted intracellular proteins		HPA	20210914	20210914
393	HGNC:25070	ACD	Pip1, Ptop, Tint1, Tpp1	ENSG00000102977	Disease related genes, Predicted intracellular proteins	Disease mutation, Dyskeratosis congenita	HPA	20210914	20210914
394	HGNC:2707	ACE	ACE1, CD143, DCP1	ENSG00000159640	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	FDA approved drug targets	HPA	20210914	20210914
